School ID,University,State,City,Enrollment (Undergrad),Male Enrollment,Female Enrollment,Native Hawaiian/Pacific Islander,American Indian/Alaskan Native,Multi-race (not Hispanic/Latino),Asian,White,Black/African-American,International,Hispanic/Latino,Unknown
000744,Kansas State University,KS,Manhattan,19859,10348,9511,0.1,0.4,3.4,1.4,82.3,3.9,5.5,7.1,1.4
000745,University of St. Mary,KS,Leavenworth,875,348,527,0.8,0.4,3.5,0.6,58.2,12.7,1.1,15.7,8.2
000746,University of La Verne,CA,La Verne,2864,1174,1690,0.6,0.1,4.9,6.7,26.3,5.6,4.8,53.7,2.1
000747,Colorado State University,CO,Fort Collins,24433,11898,12535,0.2,0.7,2.1,2.6,76.0,2.5,3.8,11.6,4.4
000748,University of Oklahoma,OK,Norman,21297,10852,10445,0.1,4.1,7.7,6.3,64.2,5.1,5.5,9.4,3.0
000749,University of Tulsa,OK,Tulsa,3478,2006,1472,0.2,4.2,0.8,5.3,75.1,6.2,26.0,6.5,1.7
000750,North Dakota State University,ND,Fargo,12037,6579,5458,0.1,0.8,2.5,1.4,88.4,2.9,3.1,1.8,2.1
000751,Oklahoma City University,OK,Oklahoma City,1804,629,1175,68.8,6.3,8.5,0.1,2.4,3.2,11.4,10.3,0.4
000752,Point Loma Nazarene University,CA,San Diego,2767,990,1777,0.9,0.5,7.6,5.1,59.0,2.2,0.8,23.1,1.5
000753,Loyola Marymount University,CA,Los Angeles,6259,2744,3515,0.2,0.2,8.8,11.6,49.1,6.9,8.4,23.2,0.2
000754,Trinity University,TX,San Antonio,2273,1085,1188,0.0,0.4,5.0,6.5,59.3,4.4,7.4,21.9,2.5
000755,University of Oregon,OR,Eugene,20538,9727,10811,69.5,0.6,7.7,0.5,6.5,2.3,13.8,11.8,1.2
000756,Pacific University,OR,Forest Grove,1924,778,1146,2.6,0.6,12.4,12.4,53.2,1.7,1.6,12.9,4.2
000757,Walla Walla University,WA,College Place,1689,835,854,0.5,1.0,0.2,7.2,70.3,3.1,0.8,13.3,4.6
000758,University of Houston,TX,Houston,34716,17687,17029,0.2,0.1,3.5,23.3,27.5,11.0,4.7,33.2,1.1
000759,Texas A&M University,TX,College Station,48960,25061,23899,0.1,0.3,3.1,5.9,65.3,3.0,1.4,22.1,0.2
000760,Patten University,CA,Oakland,994,559,435,,,,,,,,,
000761,New Mexico Highlands University,NM,Las Vegas,2233,858,1375,0.6,8.4,1.5,0.7,22.1,6.1,5.6,59.3,1.2
000762,University of Portland,OR,Portland,3770,1552,2218,1.6,0.2,8.5,12.0,62.7,1.1,3.1,11.6,2.4
000763,Pittsburg State University,KS,Pittsburg,6093,3204,2889,0.1,1.5,6.0,0.9,81.5,4.3,3.2,5.4,0.2
000764,University of Washington,WA,Seattle,31063,14815,16248,0.6,0.5,7.8,28.1,50.0,3.0,14.6,8.6,1.4
000765,Reed College,OR,Portland,1430,651,779,0.3,0.4,8.2,5.7,64.9,2.4,6.7,12.3,5.8
000766,Southwestern Adventist University,TX,Keene,779,335,444,2.9,0.5,4.1,3.6,24.4,15.4,14.8,48.5,0.8
000767,St. Mary's University,TX,San Antonio,2309,1051,1258,0.1,0.4,0.4,2.5,15.7,3.4,7.5,75.3,2.0
000768,San Jose State University,CA,San Jose,26822,14012,12810,0.4,0.2,5.6,38.4,20.4,3.6,6.2,27.2,4.2
000769,Sierra Nevada College,NV,Incline Village,507,308,199,1.0,3.2,0.0,4.0,74.1,2.8,2.6,4.7,10.1
000770,Scripps College,CA,Claremont,973,,,0.1,0.0,8.5,17.0,50.5,3.9,4.3,12.0,8.0
000771,University of Montana,MT,Missoula,10778,4924,5854,0.3,3.1,4.0,1.2,78.5,0.8,2.1,4.4,7.7
000772,Seattle University,WA,Seattle,4511,1857,2654,0.7,0.6,8.1,17.7,50.0,2.8,10.6,10.1,9.9
000773,Southwestern Oklahoma State University,OK,Weatherford,4358,1842,2516,0.1,4.4,7.7,2.0,70.7,4.6,4.7,8.3,2.1
000774,South Dakota State University,SD,Brookings,11007,5137,5870,0.1,1.0,2.1,1.0,91.3,2.0,3.6,2.2,0.4
000775,San Francisco State University,CA,San Francisco,26906,11738,15168,0.5,0.2,6.1,29.2,21.4,5.1,7.1,31.3,6.1
000776,Santa Clara University,CA,Santa Clara,5385,2732,2653,0.2,0.1,7.2,16.8,50.1,3.3,3.3,17.9,4.4
000777,Wayland Baptist University,TX,Plainview,3821,1999,1822,1.0,0.8,4.2,1.8,42.2,17.6,1.3,28.4,4.0
000778,Southern Nazarene University,OK,Bethany,1647,773,874,0.6,5.2,0.0,2.7,69.5,14.0,4.4,6.5,1.6
000779,Sul Ross State University,TX,Alpine,1359,719,640,0.1,0.4,2.5,0.6,33.0,52.4,0.4,10.4,0.6
000780,Southern Oregon University,OR,Ashland,5401,2187,3214,0.5,0.9,7.8,1.7,50.0,2.3,2.2,9.3,27.7
000781,Stanford University,CA,Stanford,6999,3666,3333,0.3,1.1,11.4,22.4,40.9,6.7,8.7,16.8,0.4
000782,Stephen F. Austin State University,TX,Nacogdoches,10899,4035,6864,0.0,0.5,3.2,1.1,57.8,20.0,0.7,16.1,1.2
000783,University of the Southwest,NM,Hobbs,147,75,72,,,,,,,,,
000784,Texas State University,TX,San Marcos,33480,14394,19086,0.2,0.3,3.5,2.2,49.3,9.1,0.5,34.8,0.7
000785,Southwestern University,TX,Georgetown,1515,654,861,0.1,0.2,4.1,4.2,62.8,5.0,2.0,22.0,1.6
000786,Fashion Institute of Technology,NY,New York,9392,1428,7964,0.4,0.2,4.0,12.1,52.8,10.4,13.0,18.8,1.2
000787,Cornell University,NY,Ithaca,14315,6935,7380,0.1,0.4,4.9,20.0,45.3,6.7,10.1,13.4,9.1
000788,University of Texas at Austin,TX,Austin,39619,19016,20603,0.2,0.2,3.7,21.0,46.5,4.4,4.7,23.4,0.7
000789,Brooklyn College (City University of New York),NY,Brooklyn,14207,5844,8363,0.2,0.2,1.7,19.0,33.9,22.4,3.3,22.5,0.0
000790,College of Saint Mary,NE,Omaha,735,2,733,0.3,1.0,2.3,2.3,74.6,6.7,0.7,12.9,0.0
000791,York College,NY,Jamaica,8446,2944,5502,0.0,1.0,0.0,26.5,6.9,43.5,4.1,22.1,0.0
000792,East Stroudsburg University of Pennsylvania,PA,East Stroudsburg,6166,2728,3438,0.1,0.1,4.2,1.9,66.9,14.0,1.3,11.7,1.0
000793,Gettysburg College,PA,Gettysburg,2454,1160,1294,0.0,0.1,2.6,2.3,83.2,3.4,5.3,5.4,3.0
000794,Lehigh University,PA,Bethlehem,5075,2817,2258,0.0,0.2,2.7,9.3,71.5,3.9,8.2,9.4,2.9
000795,Hartwick College,NY,Oneonta,1392,556,836,0.1,0.4,0.0,2.0,68.5,9.2,3.0,7.0,12.8
000796,Gwynedd-Mercy College,PA,Gwynedd Valley,2000,487,1513,0.0,0.4,0.0,5.0,57.0,23.0,0.1,4.5,10.3
000797,College of the Holy Cross,MA,Worcester,2916,1445,1471,0.0,0.2,3.4,5.2,71.6,3.5,2.6,10.5,5.5
000798,King's College,PA,Wilkes-Barre,1989,1019,970,0.1,0.2,2.3,2.0,79.4,3.0,1.5,7.1,5.9
000799,Lafayette College,PA,Easton,2533,1296,1237,0.0,0.0,2.5,3.9,73.5,5.3,9.2,7.0,7.6
000800,Elizabethtown College,PA,Elizabethtown,1774,672,1102,0.1,0.3,1.9,2.1,88.8,3.0,3.4,3.7,0.0
000801,Lancaster Bible College,PA,Lancaster,786,385,401,,,,,,,,,
000802,Sonoma State University,CA,Rohnert Park,8615,3273,5342,0.2,0.5,6.9,4.9,48.6,2.3,2.1,29.5,7.0
000803,Dominican University,IL,River Forest,2272,771,1501,0.2,0.1,0.7,2.9,38.9,6.8,2.8,48.6,1.8
000804,Governors State University,IL,University Park,3570,1234,2336,0.1,0.2,2.2,1.4,36.8,38.2,1.3,11.5,9.7
000805,Indiana Wesleyan University,IN,Marion,2933,1009,1924,0.0,0.1,3.2,1.1,88.7,2.7,0.6,3.5,0.5
000806,Illinois State University,IL,Normal,18426,8311,10115,0.1,0.1,2.7,2.3,77.2,7.8,0.6,9.5,0.4
000807,Erskine College,SC,Due West,622,338,284,0.5,0.8,0.0,1.1,67.7,13.0,,3.7,13.2
000808,Iowa Wesleyan College,IA,Mount Pleasant,473,189,284,0.2,0.9,2.4,1.1,62.9,6.4,4.9,4.0,22.0
000809,Loyola University Chicago,IL,Chicago,11079,3889,7190,0.3,0.1,5.4,12.5,61.8,4.9,4.5,15.0,0.0
000810,Kenyon College,OH,Gambier,1698,769,929,0.0,0.4,4.6,4.4,76.5,4.2,4.5,7.0,2.9
000811,Roosevelt University,IL,Chicago,3239,1166,2073,0.2,0.2,2.8,4.9,46.9,18.7,4.6,24.4,1.9
000812,John Carroll University,OH,University Heights,3125,1648,1477,0.0,0.1,2.1,1.6,87.3,4.3,2.1,3.4,1.3
000813,Crown College,MN,St. Bonifacius,1088,473,615,0.0,0.7,0.3,6.7,81.8,3.5,2.6,4.1,3.0
000814,Knox College,IL,Galesburg,1397,571,826,0.0,0.2,3.3,6.9,59.9,9.1,12.3,15.5,5.1
000815,Indiana University Bloomington,IN,Bloomington,38364,18688,19676,0.1,0.1,4.0,4.9,79.9,4.7,9.3,5.8,0.4
000816,Ripon College,WI,Ripon,794,394,400,0.0,0.4,1.6,1.3,87.0,2.9,4.0,6.1,0.5
000817,Florida State University,FL,Tallahassee,32640,14673,17967,0.1,0.2,3.2,2.4,65.1,8.1,1.8,19.3,1.5
000818,University of Michigan - Dearborn,MI,Dearborn,7202,3743,3459,0.1,0.5,3.2,7.3,70.0,9.7,1.9,5.9,3.3
000819,Missouri University of Science and Technology,MO,Rolla,6841,5242,1599,0.1,0.4,2.8,3.3,82.7,3.7,6.5,3.3,3.8
000820,Northern Illinois University,IL,De Kalb,15027,7637,7390,0.1,0.2,3.5,5.1,58.2,16.3,1.8,15.7,0.9
000821,University of the Pacific,CA,Stockton,3735,1802,1933,0.6,0.5,6.0,37.6,29.2,2.9,6.7,19.3,3.9
000822,Colorado Christian University,CO,Lakewood,1218,,,,,,,,,,,
000823,Florida International University,FL,Miami,41038,18236,22802,0.1,0.1,2.6,2.7,10.2,13.0,5.6,70.3,1.1
000824,Cameron University,OK,Lawton,4742,1866,2876,0.8,6.0,8.6,1.6,52.8,14.6,4.7,12.5,3.2
000825,William Carey University,MS,Hattiesburg,2090,,,,,,,,,,,
000826,McDaniel College,MD,Westminster,1663,773,890,0.1,0.1,3.0,3.8,66.3,12.8,,5.7,2.5
000827,Fontbonne University,MO,St. Louis,1099,346,753,0.1,0.4,2.0,1.6,75.9,16.6,6.5,2.3,1.2
000828,Wheeling Jesuit University,WV,Wheeling,1043,496,547,0.3,0.5,1.9,1.1,80.5,6.9,6.3,2.7,6.1
000829,University of Missouri - Kansas City,MO,Kansas City,11253,4816,6437,0.1,0.3,4.6,5.7,64.5,12.5,4.5,7.9,4.3
000830,Saint Mary-of-the-Woods College,IN,Saint Mary of the Woods,746,49,697,0.1,1.0,,0.4,72.6,4.0,0.5,1.5,20.3
000831,Cornerstone University,MI,Grand Rapids,2025,784,1241,0.2,0.8,0.6,0.9,78.8,14.3,2.3,4.4,0.0
000832,Eastern University,PA,St. Davids,2402,689,1713,0.1,0.5,0.3,2.1,52.6,22.6,2.3,16.0,5.7
000833,Georgian Court University,NJ,Lakewood,1528,398,1130,0.2,0.5,2.5,2.4,59.5,14.0,1.3,10.6,10.4
000834,New York City College of Technology,NY,Brooklyn,17424,9784,7640,0.5,0.4,1.1,20.6,12.1,31.7,4.8,33.6,0.0
000835,Hunter College,NY,New York,16550,5840,10710,0.0,0.2,0.0,29.6,36.3,12.2,6.0,21.8,0.0
000836,Monmouth College,IL,Monmouth,1198,567,631,0.0,0.6,2.4,1.9,66.0,10.0,6.5,12.9,6.3
000837,Northern Michigan University,MI,Marquette,8001,3647,4354,0.1,2.1,2.3,0.5,86.1,2.5,1.2,2.9,3.4
000838,Greensboro College,NC,Greensboro,1117,527,590,,0.3,1.3,0.6,56.6,21.7,0.3,2.7,16.8
000839,Manhattan Christian College,KS,Manhattan,327,181,146,0.0,1.0,1.9,0.0,77.5,1.9,4.9,4.2,13.5
000840,Loyola University Maryland,MD,Baltimore,4004,1628,2376,0.1,0.2,2.1,3.0,79.7,5.1,0.4,9.2,0.6
000841,Santa Fe University of Art and Design,NM,Santa Fe,950,436,514,1.9,2.6,7.9,2.0,47.6,7.4,15.8,29.3,1.4
000842,California State University Fresno,CA,Fresno,21482,9142,12340,0.2,0.3,3.1,15.3,22.5,3.4,5.0,50.5,4.7
000843,Oklahoma Baptist University,OK,Shawnee,1861,741,1120,0.2,5.9,7.9,1.2,72.5,6.8,3.4,2.9,2.6
000844,Metropolitan State University of Denver,CO,Denver,20186,9396,10790,0.3,0.6,4.3,3.8,58.6,6.2,0.5,22.5,3.7
000845,Marian University,IN,Indianapolis,2099,806,1293,0.2,0.3,2.5,2.1,72.6,12.1,1.2,5.4,4.8
000846,Mount Mary University,WI,Milwaukee,816,2,814,0.0,0.5,3.8,8.1,52.3,19.6,1.7,14.7,1.0
000847,Davis and Elkins College,WV,Elkins,640,224,416,,,,,,,,,
000848,Kent State University,OH,Kent,23607,9436,14171,0.1,0.2,3.4,1.5,79.3,9.2,6.5,3.3,2.9
000849,Lawrence Technological University,MI,Southfield,2779,2156,623,0.0,0.3,1.8,2.1,53.7,5.8,13.7,3.2,33.1
000850,Harvey Mudd College,CA,Claremont,815,434,381,0.1,0.6,9.3,23.4,43.9,2.5,13.0,14.7,5.5
000851,Dordt College,IA,Sioux Center,1376,747,629,0.0,0.2,0.8,1.0,89.8,2.0,9.2,2.0,4.3
000852,Texas Tech University,TX,Lubbock,29237,16130,13107,0.1,0.3,2.8,2.6,62.9,6.4,4.6,24.1,0.6
000853,University of Nebraska - Omaha,NE,Omaha,12335,5960,6375,0.1,0.5,3.1,2.8,74.7,6.7,3.4,9.0,3.2
000854,Oklahoma Panhandle State University,OK,Goodwell,1387,697,690,0.0,3.6,2.1,0.2,65.9,6.6,3.0,18.2,3.3
000855,Mount Vernon Nazarene University,OH,Mount Vernon,1788,673,1115,0.2,0.1,1.7,0.4,85.8,4.8,1.1,2.4,4.6
000856,Southern Arkansas University,AR,Magnolia,3123,1363,1760,0.0,0.6,0.0,0.7,66.2,28.4,3.9,3.2,1.0
000857,Southwestern Assemblies of God University,TX,Waxahachie,1666,808,858,0.2,1.4,1.2,1.0,60.9,11.8,0.4,22.6,0.9
000858,Memphis College of Art,TN,Memphis,366,127,239,0.0,0.3,4.9,1.6,59.5,25.5,0.3,7.9,0.3
000859,University of Puget Sound,WA,Tacoma,2476,1020,1456,0.2,0.1,8.5,6.4,74.5,0.9,0.4,7.4,1.9
000861,Xavier University of Louisiana,LA,New Orleans,2366,640,1726,0.2,0.1,2.8,10.5,3.7,77.6,2.1,3.7,1.3
000862,Master's College,CA,Santa Clarita,1254,674,580,0.6,0.1,6.7,6.4,68.3,3.5,5.6,9.9,4.5
000864,Washburn University,KS,Topeka,5793,2347,3446,0.1,0.5,4.0,1.2,64.7,5.2,4.3,7.4,16.9
000865,New Jersey City University,NJ,Jersey City,6317,2552,3765,0.8,0.3,2.0,7.6,23.6,21.6,3.4,36.7,7.4
000866,University of San Diego,CA,San Diego,5647,2573,3074,0.3,0.5,6.3,7.9,57.3,3.6,8.0,20.8,3.4
000867,Black Hills State University,SD,Spearfish,4020,1460,2560,0.2,4.0,3.9,0.4,84.7,1.1,0.9,4.8,0.8
000868,California State University Bakersfield,CA,Bakersfield,8025,3128,4897,0.1,0.6,2.8,7.3,21.0,6.9,4.1,57.0,4.2
000869,University of Texas at Tyler,TX,Tyler,6318,2736,3582,0.1,0.3,7.8,3.6,58.8,9.5,1.9,16.8,3.2
000870,Pacific Northwest College of Art,OR,Portland,407,125,282,0.3,1.0,12.5,2.8,72.4,1.0,1.7,6.1,3.8
000871,University of Houston - Downtown,TX,Houston,13245,5244,8001,0.2,0.5,1.1,9.8,17.5,24.2,5.2,45.6,1.1
000872,"University of Minnesota, Morris",MN,Morris,1856,845,1011,0.0,6.9,12.1,3.4,70.4,2.0,10.4,4.4,0.7
000873,Dickinson State University,ND,Dickinson,1310,526,784,0.4,1.1,2.9,0.8,82.0,4.5,6.0,5.8,2.4
000874,University of Texas at San Antonio,TX,San Antonio,24462,12433,12029,0.2,0.2,3.1,5.8,25.8,9.4,3.2,54.8,0.8
000875,Dominican University of California,CA,San Rafael,1383,383,1000,1.3,0.7,6.2,22.3,37.0,5.2,1.7,20.7,6.4
000876,Indiana University South Bend,IN,South Bend,7016,2768,4248,0.0,0.2,3.5,1.5,76.3,8.0,2.3,9.5,0.9
000877,Adams State University,CO,Alamosa,2234,1190,1044,0.4,1.3,4.1,1.3,49.9,6.8,0.2,31.6,4.6
000878,Georgetown College,KY,Georgetown,984,464,520,0.0,0.2,4.2,1.0,79.9,7.4,1.4,3.6,3.6
000879,University of Texas Health Science Center at Houston,TX,Houston,677,104,573,0.9,1.1,3.3,17.0,38.9,11.4,5.2,24.6,2.8
000880,University of Louisville,KY,Louisville,15769,7812,7957,0.0,0.1,4.4,3.5,76.7,11.1,1.0,4.1,0.1
000881,University of the Incarnate Word,TX,San Antonio,6445,2535,3910,0.2,0.3,1.3,2.0,20.4,7.4,5.8,62.0,6.3
000882,Florida Institute of Technology,FL,Melbourne,3586,2530,1056,0.6,0.3,3.5,3.4,62.0,8.9,36.1,10.7,10.6
000883,Rose-Hulman Institute of Technology,IN,Terre Haute,2270,1759,511,0.1,0.1,4.8,4.6,83.7,2.6,11.7,3.9,0.2
000884,Minneapolis College of Art and Design,MN,Minneapolis,668,227,441,0.0,1.0,2.6,6.8,51.7,3.9,,5.1,15.9
000885,Marshall University,WV,Huntington,9518,4071,5447,0.1,0.3,2.6,0.7,83.1,6.4,1.8,2.1,4.6
000886,Dominican College,NY,Orangeburg,1552,524,1028,0.3,0.0,2.7,6.8,32.8,16.9,1.0,29.2,11.3
000887,College for Creative Studies,MI,Detroit,1401,704,697,0.3,0.2,4.1,4.5,62.6,9.5,6.4,4.2,14.5
000888,University of Central Oklahoma,OK,Edmond,15067,6286,8781,0.2,4.0,9.3,3.7,61.9,9.4,8.0,9.7,1.8
000889,La Sierra University,CA,Riverside,2103,882,1221,2.3,0.4,4.1,17.3,15.0,6.3,9.8,54.5,0.1
000890,Fairmont State University,WV,Fairmont,3807,1698,2109,0.1,0.2,2.8,0.5,88.3,5.2,2.7,2.1,0.8
000891,Franklin University,OH,Columbus,4676,2030,2646,0.1,0.2,3.1,2.9,67.3,21.5,1.4,3.2,1.7
000892,Wofford College,SC,Spartanburg,1613,802,811,0.1,0.2,3.3,2.6,81.9,7.7,1.4,3.3,0.9
000893,Newberry College,SC,Newberry,1064,573,491,0.0,0.3,3.7,0.5,61.7,26.8,4.0,4.2,2.9
000895,Davidson College,NC,Davidson,1784,884,900,0.0,1.0,3.8,5.8,72.5,7.3,6.5,8.2,1.4
000896,Shepherd University,WV,Shepherdstown,3644,1527,2117,0.1,0.4,1.8,2.2,81.8,9.6,0.3,2.9,1.2
000897,Lewis-Clark State College,ID,Lewiston,3633,1347,2286,0.3,3.1,2.5,1.0,83.9,1.2,2.7,5.8,2.2
000898,Mary Baldwin College,VA,Staunton,1312,94,1218,0.2,0.6,4.2,2.2,59.1,23.0,1.3,5.8,4.9
000899,Marian University,WI,Fond du Lac,1553,445,1108,0.1,0.4,0.8,1.0,83.6,6.1,2.1,6.2,1.8
000900,Northwest University,WA,Kirkland,935,321,614,,,,,,,,,
000901,Gardner-Webb University,NC,Boiling Springs,2615,896,1719,,0.8,,1.4,67.2,17.3,1.0,3.1,10.2
000902,University of Maryland Eastern Shore,MD,Princess Anne,3758,1620,2138,0.1,0.1,4.0,1.3,11.3,78.9,3.1,2.4,1.8
000903,California State University Northridge,CA,Northridge,36917,17066,19851,0.1,0.2,3.6,12.3,24.8,5.7,8.8,48.4,5.1
000904,Western Washington University,WA,Bellingham,14152,6331,7821,0.2,0.4,8.0,6.7,74.8,1.5,1.0,7.5,0.8
000905,St. Cloud State University,MN,St. Cloud,14641,7063,7578,0.1,0.4,3.2,4.5,81.1,6.6,4.3,3.1,1.1
000906,Oklahoma Wesleyan University,OK,Bartlesville,1229,440,789,,,,,,,,,
000907,Luther College,IA,Decorah,2337,1049,1288,0.0,0.2,2.1,1.9,89.2,2.0,6.3,4.1,0.5
000908,Cornish College of the Arts,WA,Seattle,720,260,460,0.4,0.4,8.8,6.0,64.2,4.0,2.9,11.5,4.6
000909,Angelo State University,TX,San Angelo,7253,3198,4055,0.1,0.4,2.8,1.1,55.6,6.5,3.3,33.3,0.2
000910,"University of California, Riverside",CA,Riverside,18608,8869,9739,0.1,0.1,5.6,37.4,13.2,3.8,2.7,38.6,1.1
000911,University of Montana Western,MT,Dillon,1469,580,889,0.1,2.1,0.8,0.7,83.9,1.2,,3.0,8.0
000912,Texas Wesleyan University,TX,Fort Worth,1979,938,1041,0.1,0.7,4.2,1.6,41.5,15.2,23.1,30.3,6.5
000914,University of Mobile,AL,Mobile,1442,531,911,0.1,1.7,3.0,0.7,64.8,24.0,4.8,1.8,3.7
000915,East Tennessee State University,TN,Johnson City,11392,5018,6374,0.1,0.2,2.8,1.5,84.9,6.9,3.8,2.3,1.3
000916,"University of California, Santa Cruz",CA,Santa Cruz,16231,7707,8524,0.2,0.1,7.6,21.8,34.2,2.0,3.6,32.3,1.7
000917,Notre Dame de Namur University,CA,Belmont,1213,405,808,2.7,0.7,4.5,12.4,27.4,5.9,3.9,35.3,11.0
000918,Sterling College,KS,Sterling,704,365,339,0.0,2.3,0.0,1.4,69.6,10.4,,13.8,2.6
000919,Our Lady of the Lake University,TX,San Antonio,1528,471,1057,0.1,0.6,1.7,0.7,12.8,9.2,1.1,71.1,3.8
000920,Flagler College,FL,St. Augustine,2702,1059,1643,0.0,0.4,2.6,1.2,79.5,3.9,2.6,4.7,7.6
000921,New Mexico Institute of Mining and Technology,NM,Socorro,1617,1139,478,0.1,3.6,5.0,2.9,55.1,2.3,2.7,29.6,1.6
000922,Southern Utah University,UT,Cedar City,8035,3435,4600,1.1,1.3,0.7,0.8,80.9,1.6,5.0,5.4,8.1
000923,San Diego Christian College,CA,Santee,880,409,471,1.3,0.7,5.5,2.6,46.7,12.2,1.1,21.5,9.5
000924,Mayville State University,ND,Mayville,1056,468,588,0.5,1.9,3.1,0.2,82.0,6.8,2.7,5.0,0.6
000925,Ottawa University,KS,Ottawa,531,278,253,,,,,,,,,
000926,Oregon State University,OR,Corvallis,24612,13240,11372,0.3,0.6,7.2,7.6,71.0,1.4,5.9,9.3,2.6
000927,South Dakota School of Mines and Technology,SD,Rapid City,2485,1952,533,0.3,1.8,3.6,1.2,86.2,1.9,2.6,4.4,0.7
000928,University of Alaska Southeast,AK,Juneau,3073,1072,2001,,,,,,,,,
000929,Central Washington University,WA,Ellensburg,10982,5367,5615,0.7,0.7,6.9,4.2,60.8,3.8,2.8,14.2,8.8
000930,Wayne State College,NE,Wayne,2913,1250,1663,0.1,0.9,2.2,0.5,82.5,2.8,0.6,7.5,3.4
000931,George Fox University,OR,Newberg,2569,1131,1438,0.4,0.7,6.7,4.4,71.5,1.8,4.3,11.0,3.5
000932,California Lutheran University,CA,Thousand Oaks,2810,1197,1613,0.6,0.8,5.1,6.2,51.0,4.0,3.5,28.0,4.4
000933,Portland State University,OR,Portland,21980,10426,11554,0.7,1.4,5.7,8.5,63.5,3.6,7.8,11.9,4.7
000934,Dakota State University,SD,Madison,2820,1558,1262,0.2,0.9,3.2,1.4,85.5,3.9,0.9,4.3,0.7
000935,Earlham College,IN,Richmond,988,426,562,0.3,1.2,0.5,6.9,65.0,15.3,20.3,8.2,2.6
000936,Kansas Wesleyan University,KS,Salina,690,354,336,0.5,0.6,2.2,0.5,70.0,9.5,1.7,15.5,1.2
000937,Prairie View A&M University,TX,Prairie View,6923,2790,4133,0.1,0.2,0.7,2.9,2.8,87.0,1.5,6.1,0.2
000938,LeTourneau University,TX,Longview,2286,1166,1120,0.1,0.3,3.6,1.3,68.2,10.8,2.9,10.6,5.2
000939,Corban University,OR,Salem,1062,404,658,0.4,0.9,8.6,2.3,78.0,0.9,1.2,3.3,5.6
000940,University of Kansas,KS,Lawrence,19245,9579,9666,0.0,0.4,5.2,4.7,76.5,4.4,6.6,7.7,1.1
000941,Illinois Wesleyan University,IL,Bloomington,1842,815,1027,0.1,0.1,2.9,4.7,78.3,4.4,8.8,7.4,2.2
000942,Grand View University,IA,Des Moines,1921,873,1048,0.0,0.2,3.3,2.6,72.8,8.5,2.0,4.1,8.5
000943,University of Florida,FL,Gainesville,35043,15688,19355,0.5,0.2,3.0,7.9,58.1,6.5,1.3,21.0,2.8
000944,Eastern Kentucky University,KY,Richmond,14327,6146,8181,0.1,0.3,2.4,0.8,85.0,5.8,1.6,2.5,3.2
000945,Muskingum University,OH,New Concord,1709,,,,,,,,,,,
000946,Stillman College,AL,Tuscaloosa,1072,501,571,0.0,0.1,0.0,0.0,4.8,92.7,,0.8,1.6
000947,D'Youville College,NY,Buffalo,1815,476,1339,0.0,0.7,1.9,3.8,75.7,9.4,4.7,4.5,4.1
000948,Maryville University of Saint Louis,MO,St. Louis,2795,873,1922,0.2,0.3,2.4,2.5,78.2,8.1,3.5,3.2,5.0
000949,West Texas A&M University,TX,Canyon,7279,3249,4030,0.1,0.5,2.3,1.5,61.1,5.7,1.7,27.0,1.9
000950,College of Mount St. Joseph,OH,Cincinnati,1405,600,805,0.1,0.2,3.6,0.6,78.6,10.7,0.4,1.3,4.9
000951,Marygrove College,MI,Detroit,780,164,616,,,,,,,,,
000952,Sam Houston State University,TX,Huntsville,17401,6761,10640,0.2,0.6,3.2,1.4,53.2,18.8,1.3,20.7,2.0
000953,Hannibal-LaGrange University,MO,Hannibal,1195,531,772,0.6,0.3,1.1,0.2,90.9,4.9,7.6,1.8,0.2
000954,East Texas Baptist University,TX,Marshall,1233,566,667,0.3,0.5,2.8,0.3,65.8,20.6,1.0,9.7,0.0
000955,Northeastern Illinois University,IL,Chicago,8095,3596,4499,0.3,0.2,1.8,9.8,34.9,10.6,4.7,39.1,3.3
000956,San Diego State University,CA,San Diego,29234,13326,15908,0.3,0.3,6.8,14.6,35.9,4.1,6.4,33.0,5.1
000957,University of Mary,ND,Bismarck,2049,731,1318,0.1,1.7,2.3,0.7,85.0,1.9,1.1,3.8,4.5
000958,Eastern Michigan University,MI,Ypsilanti,17780,7302,10478,,,,,,,,,
000959,Judson University,IL,Elgin,1110,451,659,0.4,0.1,1.3,2.3,59.3,8.3,2.8,17.2,11.0
000960,Principia College,IL,Elsah,464,229,235,0.3,0.5,2.1,1.1,86.4,2.4,15.9,4.8,2.4
000961,Minnesota State University Moorhead,MN,Moorhead,5245,2087,3158,0.1,0.8,2.8,1.4,84.0,3.1,7.8,2.9,4.9
000962,Heidelberg University,OH,Tiffin,1034,534,500,,,,,,,,,
000963,University of Evansville,IN,Evansville,2234,1023,1211,0.1,0.1,2.5,1.7,84.3,3.1,13.9,4.0,4.2
000964,National Louis University,IL,Chicago,1306,271,1035,0.3,0.2,2.0,2.6,25.6,35.7,0.7,31.6,1.9
000965,Eureka College,IL,Eureka,695,316,379,0.4,0.3,3.9,0.7,84.9,4.6,0.9,2.6,2.5
000966,Case Western Reserve University,OH,Cleveland,5121,2819,2302,0.1,0.1,5.0,22.5,57.8,5.3,10.4,6.7,2.7
000967,Calvary Bible College and Theological Seminary,MO,Kansas City,262,124,138,0.0,1.1,2.7,1.9,82.1,9.5,,2.7,0.0
000968,University of Michigan - Flint,MI,Flint,6868,2714,4154,0.1,0.8,3.3,1.7,70.9,14.8,5.5,4.2,4.1
